nombre,codigo,hexadecimal,libro,cartilla
Equator Sun,1I3-4,FFEBA0,1-Folio-Visions,1-Folio-Visions
Bee Happy,1I3-5,FFE78A,1-Folio-Visions,1-Folio-Visions
Naples Yellow,1I3-6,FFD95C,1-Folio-Visions,1-Folio-Visions
Yellow Slicker,1I3-7,FFD444,1-Folio-Visions,1-Folio-Visions
Good As Gold,1I3-8,FFBD00,1-Folio-Visions,1-Folio-Visions
Lemon Ice,1J1-1,FCF7D6,1-Folio-Visions,1-Folio-Visions
Young Yellow,1J1-2,FBF3C7,1-Folio-Visions,1-Folio-Visions
Sunglow,1J1-3,FFF3B2,1-Folio-Visions,1-Folio-Visions
Sonrisa,1J1-4,FFEFA2,1-Folio-Visions,1-Folio-Visions
High Noon,1J1-5,FFEB96,1-Folio-Visions,1-Folio-Visions
Sun Catcher,1J1-6,FFE168,1-Folio-Visions,1-Folio-Visions
Sundance,1J1-7,FFDA43,1-Folio-Visions,1-Folio-Visions
King Midas,1J1-8,FFC200,1-Folio-Visions,1-Folio-Visions
Candles Glowing,1J2-1,FAF9E0,1-Folio-Visions,1-Folio-Visions
Creamy Banana,1J2-2,FBF5CA,1-Folio-Visions,1-Folio-Visions
Spun Sunlight,1J2-3,FCF2B3,1-Folio-Visions,1-Folio-Visions
Lemon Tart,1J2-4,FEF0A5,1-Folio-Visions,1-Folio-Visions
Burst Of Lemon,1J2-5,FFF195,1-Folio-Visions,1-Folio-Visions
Sunland,1J2-6,FDE668,1-Folio-Visions,1-Folio-Visions
African Sun,1J2-7,FFDE44,1-Folio-Visions,1-Folio-Visions
Top  Brass,1J2-8,FFCB00,1-Folio-Visions,1-Folio-Visions
Lemon Chiffon,1J3-2,FCF8CB,1-Folio-Visions,1-Folio-Visions
Bananarama,1J3-3,FBF4B8,1-Folio-Visions,1-Folio-Visions
A Place In The Sun,1J3-4,FBF19F,1-Folio-Visions,1-Folio-Visions
Very Lemon,1J3-5,FFF28F,1-Folio-Visions,1-Folio-Visions
Melori Yellow,1J3-6,FBE966,1-Folio-Visions,1-Folio-Visions
Sunny Side Up,1J3-7,FFE84B,1-Folio-Visions,1-Folio-Visions
Dizzy Daffodil,1J3-8,FED800,1-Folio-Visions,1-Folio-Visions
Soft Lime,1K1-1,F3F7CC,1-Folio-Visions,1-Folio-Visions
Light Lime,1K1-2,F2F5C5,1-Folio-Visions,1-Folio-Visions
The Lime Light,1K1-3,F3F5BD,1-Folio-Visions,1-Folio-Visions
Yellow Leaves,1K1-4,F3F29D,1-Folio-Visions,1-Folio-Visions
Lime Twist,1K1-5,EEEF88,1-Folio-Visions,1-Folio-Visions
Latest Look,1K1-6,EBE864,1-Folio-Visions,1-Folio-Visions
Up To Date,1K1-7,ECE444,1-Folio-Visions,1-Folio-Visions
Lemon Leaf,1K1-8,EBD700,1-Folio-Visions,1-Folio-Visions
Pale Pistachio,1K2-1,F1F7CF,1-Folio-Visions,1-Folio-Visions
New Outlook,1K2-2,F3F5C8,1-Folio-Visions,1-Folio-Visions
Lemon Grass,1K2-3,ECF3BA,1-Folio-Visions,1-Folio-Visions
Mint Crþme,1K2-4,ECF0A1,1-Folio-Visions,1-Folio-Visions
Limerick,1K2-5,EDF297,1-Folio-Visions,1-Folio-Visions
Key Lime,1K2-6,E1E66A,1-Folio-Visions,1-Folio-Visions
Limey Lemon,1K2-7,E3E554,1-Folio-Visions,1-Folio-Visions
Sunny Spot,1K2-8,E6D800,1-Folio-Visions,1-Folio-Visions
Peppermint Patty,1K3-2,E9F3C4,1-Folio-Visions,1-Folio-Visions
Lime Sorbet,1K3-3,E7F2B8,1-Folio-Visions,1-Folio-Visions
Sour Apple,1K3-4,E6EFA4,1-Folio-Visions,1-Folio-Visions
Burst Of Lime,1K3-5,E7EF93,1-Folio-Visions,1-Folio-Visions
Limeade,1K3-6,E2EA6D,1-Folio-Visions,1-Folio-Visions
Tangy Lime,1K3-7,D0E04F,1-Folio-Visions,1-Folio-Visions
Wedge Of Lime,1K3-8,CBD200,1-Folio-Visions,1-Folio-Visions
Pale Green,1L1-1,EDFADC,1-Folio-Visions,1-Folio-Visions
Inspired Of Nature,1L1-2,EAF1C9,1-Folio-Visions,1-Folio-Visions
Lemon Basil,1L1-3,E8F3B9,1-Folio-Visions,1-Folio-Visions
Spring Celebration,1L1-4,DCEC9D,1-Folio-Visions,1-Folio-Visions
Green Hornet,1L1-5,D8EC8F,1-Folio-Visions,1-Folio-Visions
Lime Zinger,1L1-6,CDE369,1-Folio-Visions,1-Folio-Visions
A New Leaf,1L1-7,BDDB50,1-Folio-Visions,1-Folio-Visions
Jolt Of Spring,1L1-8,95CB27,1-Folio-Visions,1-Folio-Visions
Spring Innocence,1L2-1,E9F4D0,1-Folio-Visions,1-Folio-Visions
Spring Frolic,1L2-2,E5F3CD,1-Folio-Visions,1-Folio-Visions
Pistachio Pudding,1L2-3,E0F2B8,1-Folio-Visions,1-Folio-Visions
Latest Lime,1L2-4,D5ECA6,1-Folio-Visions,1-Folio-Visions
Spring Forward,1L2-5,C8E893,1-Folio-Visions,1-Folio-Visions
Jungle Birds,1L2-6,B5DE6D,1-Folio-Visions,1-Folio-Visions
Kiwi Kiss,1L2-7,A2D95B,1-Folio-Visions,1-Folio-Visions
Green Garland,1L2-8,6FB937,1-Folio-Visions,1-Folio-Visions
Green Of Spring,1L3-2,DEF2CD,1-Folio-Visions,1-Folio-Visions
Wings Of Spring,1L3-3,D8F0C0,1-Folio-Visions,1-Folio-Visions
Garden Promenade,1L3-4,CCEBAC,1-Folio-Visions,1-Folio-Visions
Granny Green,1L3-5,BDE898,1-Folio-Visions,1-Folio-Visions
Sour Grapes,1L3-6,A9DD75,1-Folio-Visions,1-Folio-Visions
Luscious Lime,1L3-7,90D260,1-Folio-Visions,1-Folio-Visions
Vivid Green,1L3-8,69BC37,1-Folio-Visions,1-Folio-Visions
Winter Green,1M1-1,EAF6E2,1-Folio-Visions,1-Folio-Visions
Green Blush,1M1-2,D9F2D0,1-Folio-Visions,1-Folio-Visions
Sweet Celery,1M1-3,CBEEC2,1-Folio-Visions,1-Folio-Visions
Fresh Lettuce,1M1-4,B2E5AF,1-Folio-Visions,1-Folio-Visions
Chinese Pistachio,1M1-5,9FDD9E,1-Folio-Visions,1-Folio-Visions
Verdant Garden,1M1-6,82D47A,1-Folio-Visions,1-Folio-Visions
Garden View,1M1-7,66C467,1-Folio-Visions,1-Folio-Visions
Centerfield,1M1-8,36AB3F,1-Folio-Visions,1-Folio-Visions
Ghostly Green,1M2-1,ECF7EA,1-Folio-Visions,1-Folio-Visions
Spring Promise,1M2-2,D4F2D1,1-Folio-Visions,1-Folio-Visions
Green Vision,1M2-3,C7EDC3,1-Folio-Visions,1-Folio-Visions
Snappy Green,1M2-4,A8E3B3,1-Folio-Visions,1-Folio-Visions
Alligator Alley,1M2-5,91D9A3,1-Folio-Visions,1-Folio-Visions
Pick Of The Meadow,1M2-6,68CE82,1-Folio-Visions,1-Folio-Visions
Grateful For Green,1M2-7,4DBF6F,1-Folio-Visions,1-Folio-Visions
Lawn And Garden,1M2-8,009F47,1-Folio-Visions,1-Folio-Visions
Spearmint Leaf,1M3-2,CFF1D7,1-Folio-Visions,1-Folio-Visions
Going Green,1M3-3,BCEDCF,1-Folio-Visions,1-Folio-Visions
Viridiana,1M3-4,9FE2BC,1-Folio-Visions,1-Folio-Visions
Glen Ivy,1M3-5,83D5A9,1-Folio-Visions,1-Folio-Visions
Natural Green,1M3-6,58CA8C,1-Folio-Visions,1-Folio-Visions
Little Green Frog,1M3-7,30B978,1-Folio-Visions,1-Folio-Visions
Par Three,1M3-8,009D58,1-Folio-Visions,1-Folio-Visions
Misty Green,1N1-1,E2F7EA,1-Folio-Visions,1-Folio-Visions
English Countryside,1N1-2,C3EDDB,1-Folio-Visions,1-Folio-Visions
Irish Eyes,1N1-3,AEE7D0,1-Folio-Visions,1-Folio-Visions
Meandering Garden,1N1-4,8FDEC2,1-Folio-Visions,1-Folio-Visions
Sporting Green,1N1-5,73D2B2,1-Folio-Visions,1-Folio-Visions
Green Gratitude,1N1-6,41C495,1-Folio-Visions,1-Folio-Visions
Hidden Hosta,1N1-7,00B380,1-Folio-Visions,1-Folio-Visions
Great Green,1N1-8,009962,1-Folio-Visions,1-Folio-Visions
Green Goddess,1N2-1,DEF2E9,1-Folio-Visions,1-Folio-Visions
Spring Vista,1N2-2,BFEDE1,1-Folio-Visions,1-Folio-Visions
Garden Promise,1N2-3,A7E8D8,1-Folio-Visions,1-Folio-Visions
Alvern,1N2-4,8ADEC9,1-Folio-Visions,1-Folio-Visions
Emeraude,1N2-5,6AD6BD,1-Folio-Visions,1-Folio-Visions
Garden Stroll,1N2-6,38C6A3,1-Folio-Visions,1-Folio-Visions
Park Row,1N2-7,00B791,1-Folio-Visions,1-Folio-Visions
Barefoot Grass,1N2-8,00996B,1-Folio-Visions,1-Folio-Visions
Village Fair,1N3-2,BCEDE4,1-Folio-Visions,1-Folio-Visions
Laurel Park,1N3-3,A2E5DC,1-Folio-Visions,1-Folio-Visions
Isle Of Emerald,1N3-4,82DCD0,1-Folio-Visions,1-Folio-Visions
Twist Of Teal,1N3-5,5BD1C4,1-Folio-Visions,1-Folio-Visions
Island Energy,1N3-6,1EC4AF,1-Folio-Visions,1-Folio-Visions
Teal Feathers,1N3-7,00B09A,1-Folio-Visions,1-Folio-Visions
Teal Zeal,1N3-8,00977F,1-Folio-Visions,1-Folio-Visions
Spring Dew,1O1-1,DBF4F0,1-Folio-Visions,1-Folio-Visions
Aqua Agua,1O1-2,BFEBE7,1-Folio-Visions,1-Folio-Visions
Whispery Breeze,1O1-3,A3E3D3,1-Folio-Visions,1-Folio-Visions
Acapulco Aqua,1O1-4,84D9D5,1-Folio-Visions,1-Folio-Visions
Pacific Panorama,1O1-5,62CFCC,1-Folio-Visions,1-Folio-Visions
Turtle Lake,1O1-6,0FBBB5,1-Folio-Visions,1-Folio-Visions
Cornish Coast,1O1-7,00A9A3,1-Folio-Visions,1-Folio-Visions
Grand Flourish,1O1-8,008A83,1-Folio-Visions,1-Folio-Visions
Belize Breeze,1O2-1,DFF1EE,1-Folio-Visions,1-Folio-Visions
Hidden Springs,1O2-2,DFF1EE,1-Folio-Visions,1-Folio-Visions
Native Turquoise,1O2-3,A5E1E1,1-Folio-Visions,1-Folio-Visions
Turquoise Treat,1O2-4,84D5D8,1-Folio-Visions,1-Folio-Visions
Pleasant View,1O2-5,63C9CF,1-Folio-Visions,1-Folio-Visions
Caribbean Dream,1O2-6,15B3B8,1-Folio-Visions,1-Folio-Visions
Island Paradise,1O2-7,00A3A9,1-Folio-Visions,1-Folio-Visions
Beacon Hill,1O2-8,00878C,1-Folio-Visions,1-Folio-Visions
Iced Aqua,1O3-2,BCE4E8,1-Folio-Visions,1-Folio-Visions
Summer By The Sea,1O3-3,A5DDE3,1-Folio-Visions,1-Folio-Visions
Montego Bay,1O3-4,84D0DB,1-Folio-Visions,1-Folio-Visions
Twinkling Turquoise,1O3-5,66C4D3,1-Folio-Visions,1-Folio-Visions
Stillwater,1O3-6,16ADBC,1-Folio-Visions,1-Folio-Visions
Ocean Frolic,1O3-7,009CAD,1-Folio-Visions,1-Folio-Visions
Sweet Pickles,1O3-8,00808F,1-Folio-Visions,1-Folio-Visions
Sea Spray,1P1-1,D9EFF0,1-Folio-Visions,1-Folio-Visions
Secret Dream,1P1-2,B8E1EA,1-Folio-Visions,1-Folio-Visions
Peace River,1P1-3,A6DBE5,1-Folio-Visions,1-Folio-Visions
Up Up And Away,1P1-4,80CCDD,1-Folio-Visions,1-Folio-Visions
Spring Creek,1P1-5,5FBDD1,1-Folio-Visions,1-Folio-Visions
Wishful Thinking,1P1-6,21ABC2,1-Folio-Visions,1-Folio-Visions
Titan S Glory,1P1-7,0097B0,1-Folio-Visions,1-Folio-Visions
Poseidon S Deep,1P1-8,007B94,1-Folio-Visions,1-Folio-Visions
Whispering Breeze,1P2-1,CFE8EE,1-Folio-Visions,1-Folio-Visions
On The Waterfront,1P2-2,BAE1EB,1-Folio-Visions,1-Folio-Visions
Anchor S Away,1P2-3,A5D9E6,1-Folio-Visions,1-Folio-Visions
Maritime Magic,1P2-4,85C9DE,1-Folio-Visions,1-Folio-Visions
Wonderful World,1P2-5,66BCD6,1-Folio-Visions,1-Folio-Visions
South Port,1P2-6,31A9C6,1-Folio-Visions,1-Folio-Visions
Blue Cascade,1P2-7,0094B4,1-Folio-Visions,1-Folio-Visions
Break For Blues,1P2-8,007999,1-Folio-Visions,1-Folio-Visions
It S A Boy,1P3-2,BBE0EE,1-Folio-Visions,1-Folio-Visions
Baby Shower Blue,1P3-3,A4D4E7,1-Folio-Visions,1-Folio-Visions
Clear Sky,1P3-4,86C7E3,1-Folio-Visions,1-Folio-Visions
Blue Streak,1P3-5,67B8D9,1-Folio-Visions,1-Folio-Visions
The Big Blue,1P3-6,34A4CA,1-Folio-Visions,1-Folio-Visions
Bali Blue,1P3-7,0091BB,1-Folio-Visions,1-Folio-Visions
Canoe Lake,1P3-8,0075A1,1-Folio-Visions,1-Folio-Visions
Sweet Water,1Q1-1,DBECF1,1-Folio-Visions,1-Folio-Visions
Bird Bath Blue,1Q1-2,BEDFEE,1-Folio-Visions,1-Folio-Visions
A New Day,1Q1-3,ADD9EE,1-Folio-Visions,1-Folio-Visions
Bright Vision,1Q1-4,89C6E6,1-Folio-Visions,1-Folio-Visions
Iridescent Day,1Q1-5,6FB9E1,1-Folio-Visions,1-Folio-Visions
Clear Lake,1Q1-6,45A4D4,1-Folio-Visions,1-Folio-Visions
Blue Luster,1Q1-7,008FC4,1-Folio-Visions,1-Folio-Visions
Deep Waters,1Q1-8,0071AA,1-Folio-Visions,1-Folio-Visions
First Rain,1Q2-1,D4E5F0,1-Folio-Visions,1-Folio-Visions
Crystal Cove,1Q2-2,C0DFEF,1-Folio-Visions,1-Folio-Visions
Bluff Creek,1Q2-3,ACD5EF,1-Folio-Visions,1-Folio-Visions
Celestial Blue,1Q2-4,8CC4E8,1-Folio-Visions,1-Folio-Visions
Blue Angels,1Q2-5,6DB4E4,1-Folio-Visions,1-Folio-Visions
It Had To Be Blue,1Q2-6,409DD7,1-Folio-Visions,1-Folio-Visions
Breathtaking Blue,1Q2-7,2B90CF,1-Folio-Visions,1-Folio-Visions
Blissful Blue,1Q2-8,006FB6,1-Folio-Visions,1-Folio-Visions
Gull Lake,1Q3-2,C4DCED,1-Folio-Visions,1-Folio-Visions
Blue Sky,1Q3-3,B3D5EF,1-Folio-Visions,1-Folio-Visions
Sailing Party,1Q3-4,95C3E7,1-Folio-Visions,1-Folio-Visions
Daily Blues,1Q3-5,79B2E2,1-Folio-Visions,1-Folio-Visions
Wild Horizons,1Q3-6,5197D0,1-Folio-Visions,1-Folio-Visions
Blue Chips,1Q3-7,2D84C4,1-Folio-Visions,1-Folio-Visions
Blue Laser,1Q3-8,1C6CAD,1-Folio-Visions,1-Folio-Visions
Aye Calypso,1R1-1,DBE7F0,1-Folio-Visions,1-Folio-Visions
Spirit River,1R1-2,C8DDF0,1-Folio-Visions,1-Folio-Visions
Petals Of Blue,1R1-3,B6D6F1,1-Folio-Visions,1-Folio-Visions
Glory Of Morning,1R1-4,9AC3E7,1-Folio-Visions,1-Folio-Visions
South Beach,1R1-5,84B7E6,1-Folio-Visions,1-Folio-Visions
Billowing Blue,1R1-6,619AD2,1-Folio-Visions,1-Folio-Visions
Grandma S Blue Gown,1R1-7,4A89C7,1-Folio-Visions,1-Folio-Visions
Royal Treatment,1R1-8,1463A8,1-Folio-Visions,1-Folio-Visions
Puff Of Cloud,1R2-1,E3EBF2,1-Folio-Visions,1-Folio-Visions
Kelsey Bay,1R2-2,CDDDF0,1-Folio-Visions,1-Folio-Visions
Inner Peace,1R2-3,BFD4EE,1-Folio-Visions,1-Folio-Visions
Oh Boy,1R2-4,A3C1E5,1-Folio-Visions,1-Folio-Visions
Cape Royale,1R2-5,8BADDC,1-Folio-Visions,1-Folio-Visions
Playful Periwinkle,1R2-6,7195CD,1-Folio-Visions,1-Folio-Visions
River Of Dreams,1R2-7,517BBA,1-Folio-Visions,1-Folio-Visions
Be Imperial,1R2-8,385EA0,1-Folio-Visions,1-Folio-Visions
Little Dream,1R3-2,CFDBEE,1-Folio-Visions,1-Folio-Visions
Lucky Lilac,1R3-3,C2D4ED,1-Folio-Visions,1-Folio-Visions
Lavender Laugh,1R3-4,A8BEE3,1-Folio-Visions,1-Folio-Visions
Lilac Garden,1R3-5,94ACD9,1-Folio-Visions,1-Folio-Visions
Purple Patches,1R3-6,788FC8,1-Folio-Visions,1-Folio-Visions
Grape Suzette,1R3-7,657EBB,1-Folio-Visions,1-Folio-Visions
Great Grape,1R3-8,4A619E,1-Folio-Visions,1-Folio-Visions
Lavender Dew,1S1-1,E5E9EF,1-Folio-Visions,1-Folio-Visions
Dusty Wisteria,1S1-2,D3DAEE,1-Folio-Visions,1-Folio-Visions
Lavender Luster,1S1-3,C7D0EA,1-Folio-Visions,1-Folio-Visions
Lady Lilac,1S1-4,ACBBE0,1-Folio-Visions,1-Folio-Visions
Periwinkle Place,1S1-5,9DACD9,1-Folio-Visions,1-Folio-Visions
Luxurious Lavender,1S1-6,7D8BC2,1-Folio-Visions,1-Folio-Visions
Grape Orbit,1S1-7,6C77B4,1-Folio-Visions,1-Folio-Visions
Imperial Palace,1S1-8,4A5493,1-Folio-Visions,1-Folio-Visions
Purple Blush,1S2-1,EBE9F4,1-Folio-Visions,1-Folio-Visions
Little Grapette,1S2-2,D7D9EC,1-Folio-Visions,1-Folio-Visions
Miniature Iris,1S2-3,C9CDE7,1-Folio-Visions,1-Folio-Visions
Palace Prince,1S2-4,B1B8DE,1-Folio-Visions,1-Folio-Visions
Mountain Violet,1S2-5,9FA7D6,1-Folio-Visions,1-Folio-Visions
Blooming Pansies,1S2-6,898CC2,1-Folio-Visions,1-Folio-Visions
